company_id,record_ids,employer_name,fair_days,fair_day_count,is_multi_day_company,website,company_careers_website,description,positions_recruited,degree_levels_recruited,academic_years_recruited,academic_year_recruitment_notes,degrees_majors_recruited,work_authorization_sponsorship,work_authorization_notes,sponsorship_flag,sponsorship_status,sponsorship_basis,sponsorship_evidence,regions_recruited,accept_hardcopy_resumes,role_titles,role_source_url,role_last_checked
stonefield_engineering_and_design,stonefield_engineering_and_design__monday,Stonefield Engineering and Design,Monday,1,False,https://stonefieldeng.com/,https://stonefieldeng.com/employment/,"Stonefield is a full-service land development consulting firm providing land surveying, civil engineering, traffic engineering, and planning services. Our firm provides services for residential, retail, commercial, institutional and various other land-use projects across the country. Stonefield is committed to providing exceptional service for a wide range of land development programs dedicated to serving our clients’ needs.","Co-op, Full-Time, Internship",Bachelors,"Second year undergraduate student, Fourth year + undergraduate student, Third year undergraduate student",,Bachelors Civil Engineering,Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
stryker,stryker__monday,Stryker,Monday,1,False,www.stryker.com,www.careers.stryker.com,"Stryker is a global leader in medical technologies and, together with our customers, we are driven to make healthcare better. We offer innovative products and services in MedSurg, Neurotechnology and Orthopaedics that help improve patient and healthcare outcomes.",Internship,"Bachelors, Masters","Fourth year + undergraduate student, Masters level student, Third year undergraduate student, Second year undergraduate student",We will be recruiting for our Summer 2026 internship program where we mostly hire students that will have at least 1 semester of school remaining at the end of the summer 2026 internship.,"Bachelors Biomedical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Bachelors Electrical Engineering, Bachelors Engineering (undeclared), Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Masters Advanced Medical Product Engineering & Development, Masters Biomedical Engineering, Masters Computer Science and Engineering, Masters Data Science, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Industrial and Operations Engineering, Masters Manufacturing, Masters Mechanical Engineering, Masters Robotics",Authorized to work in the United States and WILL NOT require future sponsorship,Candidates must not require employment based sponsorship now or in the future.,No,No,work_authorization_notes,Candidates must not require employment based sponsorship now or in the future.,"Midwest, Northeast, Southeast, Southwest, West",False,,,
subgrid_solutions,subgrid_solutions__tuesday,SubGrid Solutions,Tuesday,1,False,www.subgrid.com,www.subgrid.com,"SubGrid Solutions, LLC is an engineering consulting firm bringing customer-focused, high-quality expertise to the power delivery market. SubGrid was founded to create an exceptional place to work for industry leaders and to develop the next generation of engineers by providing sound engineering solutions with quality being the cornerstone.",Full-Time,Bachelors,Fourth year + undergraduate student,,Bachelors Electrical Engineering,Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
susquehanna_international_group,susquehanna_international_group__tuesday,Susquehanna International Group,Tuesday,1,False,https://sig.com/,https://sig.com/careers/,"At Susquehanna, we approach quantitative finance with a deep commitment to scientific rigor and innovation. Our research leverages vast and diverse datasets, applying machine learning to uncover actionable insights—driving data-informed decisions from predictive modeling to strategic execution. Whether adapting state-of-the-art techniques from academic literature or developing entirely novel approaches, our algorithms are built to tackle the unique challenges of global financial markets— where textbook approaches are rarely sufficient.","Internship, Full-Time","Bachelors, Masters","Third year undergraduate student, Fourth year + undergraduate student, Masters level student","2026, 2027","Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Engineering Physics, Bachelors Engineering (undeclared), Masters Electrical and Computer Engineering, Masters Computer Science and Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Will need immediate sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Able to sponsor for some roles,Maybe,Limited,work_authorization_notes,Able to sponsor for some roles,Northeast,True,,,
switchbox,switchbox__tuesday,SwitchBox,Tuesday,1,False,https://www.switchboxtech.com/,https://www.switchboxtech.com/careers,SwitchBox is a leading full-service engineering services business specializing in system design for energy and mobility. We are dedicated to providing simple but creative ideas in end-to-end product development for our clients. Our goal is to push industry adoption of new tech with exceptional support from project inception to production.,"Full-Time, Internship","Bachelors, Masters, Doctoral","First year undergraduate student, Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Second year undergraduate student, Third year undergraduate student",,"Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Masters Systems Engineering and Design, Masters Robotics, Masters Mechanical Engineering, Masters Energy Systems Engineering, Masters Electrical Engineering, Masters Electrical and Computer Engineering, Masters Automotive Engineering, Doctoral Mechanical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Electrical Engineering, Doctoral Electrical and Computer Engineering, Doctoral Computer Science and Engineering, Bachelors Engineering Physics, Bachelors Aerospace Engineering, Doctoral Aerospace Engineering, Masters Electrical Engineering-Systems, Doctoral Robotics",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
symbotic_llc,symbotic_llc__monday,Symbotic LLC,Monday,1,False,https://www.symbotic.com/,https://www.symbotic.com/careers/student-grad-opportunities/,"Symbotic is an automation technology leader reimagining the supply chain with its end-to-end, A.I.-powered robotic and software platform. Symbotic reinvents the warehouse as a strategic asset for the world’s largest retail, wholesale, and food & beverage companies. Applying next-generation technology, high-density storage and machine learning to solve today's complex distribution challenges, Symbotic enables companies to move goods with unmatched speed, agility, accuracy and efficiency. As the backbone of commerce, the Symbotic platform transforms the flow of goods and the economics of supply chain for its customers.","Co-op, Full-Time, Internship","Bachelors, Doctoral, Masters","Third year undergraduate student, Fourth year + undergraduate student, Masters level student, Doctoral level student","For our early career programs, we typically seek 3rd year Bachelor's and above.","Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Engineering (undeclared), Bachelors Industrial and Operations Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Doctoral Computer Science and Engineering, Doctoral Robotics, Doctoral Mechanical Engineering, Doctoral Industrial and Operations Engineering, Doctoral Electrical Engineering-Systems, Doctoral Electrical Engineering, Doctoral Electrical and Computer Engineering, Masters Computer Science and Engineering, Masters Electrical Engineering, Masters Electrical and Computer Engineering, Masters Robotics, Masters Mechanical Engineering, Masters Industrial and Operations Engineering","Will need immediate sponsorship, Authorized to work in the United States and WILL NOT require future sponsorship",Sponsorship is considered on a team by team- basis,Maybe,Case-by-case,work_authorization_notes,Sponsorship is considered on a team by team- basis,"West, Northeast",False,,,
tai_engineers,tai_engineers__tuesday,TAI Engineers,Tuesday,1,False,www.taiengineers.com,https://taicareers-sbec.icims.com/jobs/search?ss=1&searchCompany=32524&mobile=false&width=1200&height=500&bga=true&needsRedirect=false&jan1offset=-480&jun1offset=-420,"TAI Engineers is an internationally respected maritime solutions organization specializing in all aspects of marine design, construction, refit, and testing. We deliver trusted, comprehensive engineering, design, consulting, and project management services to commercial and government clients.","Internship, Full-Time","Bachelors, Doctoral, Masters","Third year undergraduate student, Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Doctoral level student",Looking for Juniors up,"Bachelors Aerospace Engineering, Bachelors Civil Engineering, Bachelors Electrical Engineering, Bachelors Mechanical Engineering, Bachelors Naval Architecture and Marine Engineering, Doctoral Civil Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Doctoral Naval Architecture and Marine Engineering, Masters Civil Engineering, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Masters Mechanical Engineering, Masters Naval Architecture and Marine Engineering, Masters Structural Engineering","Authorized to work in the United States and WILL NOT require future sponsorship, Work visa that will require future sponsorship (e.g., OPT, CPT, J1, etc.)",Able to sponsor work authorizations for qualified candidates.,Yes,Yes,work_authorization_notes,Able to sponsor work authorizations for qualified candidates.,Southeast,True,,,
te_connectivity,te_connectivity__tuesday,TE Connectivity,Tuesday,1,False,https://www.te.com,careers.te.com/content/students-,"TE Connectivity (NYSE: TEL) is a $14 billion global technology leader. Our connectivity and sensor solutions are essential in today’s increasingly connected world. We collaborate with engineers to transform their concepts into creations – redefining what’s possible using intelligent, efficient and high-performing TE products and solutions proven in harsh environments. Our 80,000 people, including 7,500 design engineers, partner with customers in over 150 countries across a wide range of industries. We believe EVERY CONNECTION COUNTS –www.TE.com.","Full-Time, Internship","Bachelors, Masters, Doctoral","Fourth year + undergraduate student, Recent Alumni (up to two years post graduation), Masters level student, Doctoral level student",,"Bachelors Biomedical Engineering, Doctoral Biomedical Engineering, Masters Biomedical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Doctoral Computer Science and Engineering, Masters Computer Science and Engineering, Bachelors Electrical Engineering, Doctoral Electrical Engineering, Doctoral Electrical Engineering-Systems, Masters Electrical Engineering, Masters Electrical Engineering-Systems, Doctoral Manufacturing, Masters Manufacturing, Doctoral Industrial and Operations Engineering, Bachelors Industrial and Operations Engineering, Masters Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Doctoral Materials Science and Engineering, Masters Materials Science and Engineering, Bachelors Mechanical Engineering, Doctoral Mechanical Engineering, Masters Mechanical Engineering, Masters Engineering Education Research",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",False,,,
tsmc_arizona,tsmc_arizona__monday | tsmc_arizona__tuesday,TSMC Arizona,"Monday, Tuesday, Monday;Tuesday",2,True,https://tsmcaz.info/home,https://tsmcaz.info/home,"TSMC is the world's first dedicated semiconductor foundry. TSMC has consistently experienced strong growth by building solid partnerships with its customers, large and small. | Established in 1987, TSMC is the world's first dedicated semiconductor foundry. TSMC has consistently experienced strong growth by building solid partnerships with its customers, large and small.","Co-op, Full-Time, Internship","Bachelors, Masters","Third year undergraduate student, Fourth year + undergraduate student | Fourth year + undergraduate student, Third year undergraduate student",,"Bachelors Aerospace Engineering, Bachelors Chemical Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Bachelors Robotics, Masters Aerospace Engineering, Masters Chemical Engineering, Masters Computer Science and Engineering, Masters Electrical Engineering, Masters Materials Science and Engineering, Masters Mechanical Engineering, Masters Robotics",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Southwest,False,,,
twb,twb__tuesday,TWB,Tuesday,1,False,TWBCompany.com,WorkForTWB.com,"For over 30 years, Tailor Welded Blanks (TWB) has been the leading manufacturer of tailor welded steel and aluminum products, putting the right material in the right place for all major automotive companies.","Co-op, Full-Time, Internship",Bachelors,"Second year undergraduate student, Third year undergraduate student, Recent Alumni (up to two years post graduation), Fourth year + undergraduate student","Sophomores, Juniors, Seniors, Alumni","Bachelors Computer Engineering, Bachelors Electrical Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Robotics",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,Midwest,True,,,
techsmith_corporation,techsmith_corporation__monday,TechSmith Corporation,Monday,1,False,www.techsmith.com/,www.techsmith.com/careers,"TechSmith has been making commercial multi-media software like Camtasia, Snagit, and Audiate for over 37 years. Based in Lansing, privately owned, and providing Employee Stock Ownership, you'd be hard pressed to find a company like TechSmith around Michigan. Over 73 million downloads of our software and counting!","Internship, Full-Time","Bachelors, Masters","First year undergraduate student, Second year undergraduate student, Third year undergraduate student, Fourth year + undergraduate student, Masters level student",Open to all academic years.,"Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Data Science, Masters Computer Science and Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Remote work opportunities may be available",False,,,
terracon,terracon__tuesday,Terracon,Tuesday,1,False,https://www.terracon.com/,https://careers.terracon.com/,"Terracon is a 100 percent employee-owned multidiscipline consulting firm comprised of more than 7,000 curious minds focused on solving engineering and technical challenges from more than 180 locations nationwide. Since 1965, Terracon has evolved into a successful multi-discipline firm specializing in environmental, facilities, geotechnical, and materials services. Terracon’s growth is due to our talented employee-owners exceeding expectations in client service and growing their careers with new and exciting opportunities in the marketplace.","Full-Time, Internship","Bachelors, Doctoral, Masters","Doctoral level student, First year undergraduate student, Fourth year + undergraduate student, Masters level student, Recent Alumni (up to two years post graduation), Second year undergraduate student, Third year undergraduate student",,"Bachelors Civil Engineering, Bachelors Engineering (undeclared), Bachelors Environmental Engineering, Bachelors Materials Science and Engineering, Doctoral Civil Engineering, Doctoral Environmental Engineering, Doctoral Materials Science and Engineering, Masters Civil Engineering, Masters Construction Engineering and Management, Masters Environmental Engineering, Masters Materials Science and Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"Midwest, Northeast, Southeast, Southwest, West",True,,,
texas_instruments_inc,texas_instruments_inc__monday,Texas Instruments Inc.,Monday,1,False,careers.ti.com,careers.ti.com,"Texas Instruments’ products power the world. As one of the world’s largest global leaders in analog and digital semiconductor design and manufacturing, TI provides the technologies that fuel smartphones, digital cameras, medical equipment, motor controls, ultra-thin computing devices, health and fitness products, and much more. Chances are, many pieces of technology that you touch every day – things you don’t even think about, but can’t imagine living without – do what they do because of TI products. Our broad product portfolio gives our employees the opportunity to pursue a wide range of career options across multiple businesses and locations – all while working at the same company. At TI, you can have one job and multiple careers – the opportunities are endless! Come change the world with us. To learn more about TI’s career opportunities, visit careers.ti.com!","Internship, Full-Time","Bachelors, Doctoral, Masters","Doctoral level student, Fourth year + undergraduate student, Masters level student, Third year undergraduate student",,"Bachelors Chemical Engineering, Bachelors Civil Engineering, Bachelors Computer Engineering, Bachelors Computer Science, Bachelors Electrical Engineering, Bachelors Engineering, Bachelors Industrial and Operations Engineering, Bachelors Materials Science and Engineering, Bachelors Mechanical Engineering, Doctoral Chemical Engineering, Doctoral Civil Engineering, Doctoral Computer Science and Engineering, Doctoral Electrical and Computer Engineering, Doctoral Electrical Engineering, Doctoral Industrial and Operations Engineering, Masters Chemical Engineering, Masters Civil Engineering, Masters Electrical and Computer Engineering, Masters Electrical Engineering, Masters Mechanical Engineering",Authorized to work in the United States and WILL NOT require future sponsorship,,No,No,default_no_explicit_sponsorship,Authorized to work in the United States and WILL NOT require future sponsorship,"West, Midwest, Southeast, Southwest",False,,,
